,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,diff,coverted_usd
21927,U001,0200769623,WAL-MAR llc,,2020.0,1930619618.0,2020-03-07,2020-03-22,2020-03-07,NAH4,equal,9540.643
21933,U001,0200726979,BJ'S  associates,,2020.0,1930685984.0,2020-03-23,2020-04-07,2020-03-23,NAA8,not equal,413.077
21935,U001,0200769623,WAL-MAR in,,2020.0,1930863265.0,2020-05-07,2020-05-22,2020-05-07,NAH4,not equal,21427.658
21937,U001,0200769623,WAL-MAR foundation,,2020.0,1930849965.0,2020-05-05,2020-05-20,2020-05-05,NAH4,not equal,7670.558
21942,U001,0200742791,QUI co,,2020.0,1930813752.0,2020-04-28,2020-05-13,2020-04-28,NAA8,not equal,5388.04
21944,U001,0200759878,SA corporation,,2020.0,1930661915.0,2020-03-17,2020-04-01,2020-03-17,NAH4,equal,21747.243
21959,U001,0100031704,DELHAIZE foundation,,2020.0,1930749619.0,2020-04-05,2020-04-20,2020-04-05,NAA8,not equal,54464.90699999999
21961,U001,0200782001,GORDO llc,,2020.0,1930683434.0,2020-03-23,2020-04-07,2020-03-23,NAA8,not equal,47622.91099999999
21964,U001,0200744019,TARG llc,,2020.0,1930653218.0,2020-03-16,2020-03-31,2020-03-16,NAA8,not equal,2624.0409999999997
21965,U001,0200076137,OLLIE in,,2020.0,1930646066.0,2020-03-11,2020-03-26,2020-03-11,NAA8,not equal,71998.92
21975,U001,0200230690,DECA in,,2020.0,1930738182.0,2020-04-03,2020-04-24,2020-04-01,NAM4,not equal,456.204
21981,U013,140103423,COS systems,,2020.0,1991839690.0,2020-03-10,2020-04-09,2020-03-10,NAVE,not equal,2591.939
21988,U001,0200794332,COST ,,2020.0,1930829856.0,2020-04-29,2020-05-14,2020-04-29,NAAX,not equal,22041.999
21989,U001,0200706844,WINC corp,,2020.0,1930645584.0,2020-03-12,2020-03-27,2020-03-12,NAA8,equal,42821.869999999995
21990,U001,0200726979,BJ'S  us,,2020.0,1930752180.0,2020-04-06,2020-04-21,2020-04-06,NAA8,equal,63.742
21991,U001,0200779051,AFFILI llc,,2020.0,1930781585.0,2020-04-13,2020-04-28,2020-04-13,NAA8,equal,65372.979
22007,U001,0200769623,WAL-MAR trust,,2020.0,1930732728.0,2020-04-03,2020-04-18,2020-04-03,NAH4,not equal,18024.531
22010,U001,0200769623,WAL-MAR systems,,2020.0,1930710410.0,2020-03-28,2020-04-12,2020-03-28,NAH4,not equal,137.781
22019,U001,0200748108,KROGER co,,2020.0,1930651734.0,2020-03-13,2020-03-28,2020-03-13,NAA8,not equal,90263.83099999999
22024,U001,0200769623,WAL-MAR corp,,2020.0,1930654392.0,2020-03-18,2020-04-02,2020-03-18,NAH4,not equal,9749.971
22032,U001,0200418007,AM llc,,2020.0,1930718805.0,2020-03-30,2020-04-14,2020-03-30,NAA8,not equal,17440.584
22039,U001,0200763489,GENERAL corporation,,2020.0,1930599786.0,2020-03-05,2020-03-20,2020-03-05,NAA8,not equal,10007.521999999999
22040,U001,CCU013,KRAFT F llc,,2020.0,1930567564.0,2020-02-29,2020-02-29,2020-02-29,NAX2,not equal,2424.0649999999996
22044,U001,0200741174,M B  us,,2020.0,1930715600.0,2020-03-30,2020-04-14,2020-03-30,NAA8,not equal,5893.699
22046,U001,0200418007,AM corp,,2020.0,1930626231.0,2020-03-10,2020-03-25,2020-03-10,NAA8,not equal,1686.916
22048,U001,200739006,AL co,,2020.0,1930582327.0,2020-03-05,2020-03-20,2020-03-05,NAA8,not equal,10527.411999999998
22052,U001,0200759878,SA trust,,2020.0,1930738111.0,2020-04-03,2020-04-18,2020-04-03,NAH4,not equal,14539.399
22053,U001,0200772670,ASSOCIAT systems,,2020.0,1930777460.0,2020-04-11,2020-04-26,2020-04-11,NAU5,equal,11894.595999999998
22054,U001,0200020431,DEC in,,2020.0,1930817835.0,2020-04-23,2020-04-26,2020-04-16,NAM2,not equal,7546.629999999999
22055,U001,0200744019,TARG corporation,,2020.0,1930826732.0,2020-04-25,2020-05-10,2020-04-25,NAA8,equal,26849.487
22061,U001,0200353024,DECA systems,,2020.0,1930876833.0,2020-05-07,2020-05-24,2020-05-01,NAM4,not equal,185.304
22065,U001,0200769623,WAL-MAR foundation,,2020.0,1930651794.0,2020-03-13,2020-03-28,2020-03-13,NAH4,not equal,330.092
22067,U001,0200769623,WAL-MAR corporation,,2020.0,1930731309.0,2020-04-02,2020-04-17,2020-04-02,NAH4,not equal,1254.862
22071,U001,0200769623,WAL-MAR foundation,,2020.0,1930621748.0,2020-03-09,2020-03-24,2020-03-09,NAH4,not equal,3781.148
22075,U001,0200769623,WAL-MAR corp,,2020.0,1930745164.0,2020-04-04,2020-04-19,2020-04-04,NAH4,not equal,3531.6749999999997
22086,U001,0200726979,BJ'S  co,,2020.0,1930780719.0,2020-04-11,2020-04-26,2020-04-11,NAA8,not equal,1354.5839999999998
22088,U001,0200794332,COST co,,2020.0,1930585673.0,2020-03-04,2020-03-19,2020-03-04,NAAX,not equal,351.715
22107,U001,0200769623,WAL-MAR foundation,,2020.0,1930832607.0,2020-04-29,2020-05-14,2020-04-29,NAH4,not equal,42890.554
22116,CA02,140105686,SYSC us,,2020.0,2960631653.0,2020-04-30,2020-05-18,2020-05-08,CA10,not equal,4641.896
22117,U001,0200769623,WAL-MAR systems,,2020.0,1930837791.0,2020-04-29,2020-05-14,2020-04-29,NAH4,equal,15222.452
22121,U001,0200776463,KROGE ,,2020.0,1930594376.0,2020-03-03,2020-03-18,2020-03-03,NAA8,equal,5520.9
22122,U001,0200803720,DEC associates,,2020.0,1930691456.0,2020-03-24,2020-04-08,2020-03-16,NAM4,not equal,6937.454999999999
22128,U001,0200769623,WAL-MAR trust,,2020.0,1930629577.0,2020-03-10,2020-03-25,2020-03-10,NAH4,equal,28308.133
22139,U001,0200762301,C&S WH foundation,,2020.0,1930685710.0,2020-03-22,2020-04-06,2020-03-22,NAC6,equal,13063.463
22145,CA02,0140104409,LOB us,,2020.0,2960625552.0,2020-04-02,2020-04-13,2020-04-03,CA10,not equal,94785.59999999999
22149,U001,0200793568,SUPE ,,2020.0,1930693727.0,2020-03-24,2020-04-08,2020-03-24,NAA8,equal,81675.93
22152,U001,0100000222,SMITHFIE in,,2020.0,1930852785.0,2020-05-08,2020-05-23,2020-05-08,NAA8,not equal,1682.422
22171,U001,0200769623,WAL-MAR in,,2020.0,1930718182.0,2020-03-31,2020-04-15,2020-03-31,NAH4,not equal,22911.231
22177,U001,200761734,H E BUT corp,,2020.0,1930665853.0,2020-03-17,2020-04-01,2020-03-17,NAA8,not equal,36877.26
22179,U001,0200769623,WAL-MAR in,,2020.0,1930749698.0,2020-04-06,2020-04-21,2020-04-06,NAH4,not equal,10225.557999999999
22181,U001,0200439158,POST  llc,,2020.0,1930789562.0,2020-04-17,2020-05-02,2020-04-17,NAA8,not equal,12541.199999999999
22183,U001,0200769623,WAL-MAR llc,,2020.0,1930577235.0,2020-02-27,2020-03-13,2020-02-27,NAH4,equal,5275.549999999999
22188,U001,0200769623,WAL-MAR in,,2020.0,1930670989.0,2020-03-20,2020-04-04,2020-03-20,NAH4,not equal,1328.74
22191,U001,100000222,SMITHFIE corporation,,2020.0,1930847408.0,2020-05-06,2020-05-21,2020-05-06,NAA8,not equal,841.204
22202,U001,0200769623,WAL-MAR systems,,2020.0,1930672635.0,2020-03-20,2020-04-04,2020-03-20,NAH4,not equal,17733.709
22205,U001,0200777735,NASH  systems,,2020.0,1930859640.0,2020-05-04,2020-05-19,2020-05-04,NAA8,not equal,13780.269999999999
22207,U001,0200769623,WAL-MAR corporation,,2020.0,1930611440.0,2020-03-07,2020-03-22,2020-03-07,NAH4,not equal,14761.809999999998
22216,U001,200769623,WAL-MAR in,,2020.0,1930874183.0,2020-05-09,2020-05-24,2020-05-09,NAH4,not equal,9007.453
22226,U001,0200729290,KROGER us,,2020.0,1930855005.0,2020-05-03,2020-05-18,2020-05-03,NAA8,equal,99674.54000000001
22227,U001,0200148860,DOLLA systems,,2020.0,1930814607.0,2020-04-23,2020-05-08,2020-04-23,NAA8,not equal,8925.399
22235,U001,0200744019,TARG associates,,2020.0,1930654755.0,2020-03-16,2020-03-31,2020-03-16,NAA8,equal,45331.573
22236,U001,0200769623,WAL-MAR us,,2020.0,1930720100.0,2020-03-31,2020-04-15,2020-03-31,NAH4,not equal,22273.257999999998
22238,U001,0200020431,DEC systems,,2020.0,1930676083.0,2020-03-20,2020-04-08,2020-03-16,NAM4,not equal,262.962
22239,U001,0200773364,U R M  systems,,2020.0,1930713266.0,2020-03-30,2020-04-14,2020-03-30,NAA8,not equal,17985.862999999998
22255,U001,0200769623,WAL-MAR co,,2020.0,1930718335.0,2020-03-29,2020-04-13,2020-03-29,NAH4,equal,28085.981
22282,U001,0200231309,SHERWO ,,2020.0,1930637248.0,2020-03-11,2020-03-26,2020-03-11,NAA8,equal,11430.671
22287,U001,0200780825,SYSCO FO foundation,,2020.0,1930671367.0,2020-03-20,2020-04-04,2020-03-20,NAA8,not equal,3469.3049999999994
22289,U001,0200793568,SUPE corporation,,2020.0,1930727069.0,2020-04-01,2020-04-16,2020-04-01,NAA8,equal,174.706
22297,U001,0200706844,WINC in,,2020.0,1930813787.0,2020-04-22,2020-05-07,2020-04-22,NAA8,equal,2824.1639999999998
22298,U001,0200744019,TARG corp,,2020.0,1930653783.0,2020-03-16,2020-03-31,2020-03-16,NAA8,not equal,1276.24
22299,U001,0200759082,INGL in,,2020.0,1930825844.0,2020-04-24,2020-05-09,2020-04-24,NAA8,not equal,60792.102
22310,U001,0200726979,BJ'S  associates,,2020.0,1930779784.0,2020-04-12,2020-04-27,2020-04-12,NAA8,equal,10826.998
22321,U001,0200936373,SUPE trust,,2020.0,1930781592.0,2020-04-14,2020-04-29,2020-04-14,NAA8,not equal,52256.295
22324,U001,0200705089,JETR trust,,2020.0,1930656013.0,2020-03-17,2020-05-21,2020-03-17,NAGD,not equal,4805.248
22325,U001,200769623,WAL-MAR ,,2020.0,1930892043.0,2020-05-12,2020-05-27,2020-05-12,NAH4,equal,4648.413
22330,U001,0200769623,WAL-MAR co,,2020.0,1930589664.0,2020-03-04,2020-03-19,2020-03-04,NAH4,not equal,1016.183
22332,U001,0200759878,SA foundation,,2020.0,1930585922.0,2020-03-02,2020-03-17,2020-03-02,NAH4,not equal,35260.449
22337,U001,0200744019,TARG associates,,2020.0,1930717588.0,2020-03-30,2020-04-14,2020-03-30,NAA8,not equal,8804.187
22346,U001,0200780383,MEIJ trust,,2020.0,1930751168.0,2020-04-06,2020-04-21,2020-04-06,NAA8,not equal,26542.733
22348,U001,0200769623,WAL-MAR in,,2020.0,1930715045.0,2020-03-28,2020-04-12,2020-03-28,NAH4,equal,22233.792
22353,U001,0200778998,CE in,,2020.0,1930575399.0,2020-02-27,2020-03-13,2020-02-27,NAA8,equal,37028.936
22354,U001,0200455322,PEA co,,2020.0,1930768953.0,2020-04-10,2020-05-10,2020-04-10,NAD5,not equal,49795.368
22360,U001,0200704045,RA ,,2020.0,1930766815.0,2020-04-09,2020-04-24,2020-04-09,NAA8,not equal,12098.456999999999
22363,U001,0200769623,WAL-MAR ,,2020.0,1930772655.0,2020-04-15,2020-04-30,2020-04-15,NAH4,not equal,10629.542
22364,U001,0200769623,WAL-MAR associates,,2020.0,1930610485.0,2020-03-06,2020-03-21,2020-03-06,NAH4,equal,44664.424
22365,U001,0200762950,HAR in,,2020.0,1930700493.0,2020-03-25,2020-04-09,2020-03-25,NAA8,equal,12153.259999999998
22366,U001,0200744019,TARG trust,,2020.0,1930800534.0,2020-04-19,2020-05-04,2020-04-19,NAA8,not equal,35842.890999999996
22368,U001,0200762301,C&S WH ,,2020.0,1930687464.0,2020-03-24,2020-04-08,2020-03-24,NAC6,not equal,85473.94799999999
22375,U001,200769623,WAL-MAR associates,,2020.0,1930883077.0,2020-05-09,2020-05-24,2020-05-09,NAH4,equal,23018.926
22376,U001,0200761734,H E BUT co,,2020.0,1930615446.0,2020-03-06,2020-03-21,2020-03-06,NAA8,equal,47665.687999999995
22379,U001,0100036538,DENVER llc,,2020.0,1930818194.0,2020-04-28,2020-05-13,2020-04-28,NAA8,not equal,1016.4
22383,U001,0200769623,WAL-MAR us,,2020.0,1930808611.0,2020-04-21,2020-05-06,2020-04-21,NAH4,equal,1388.3449999999998
22393,U001,0200020431,DEC trust,,2020.0,1930860739.0,2020-05-05,2020-05-24,2020-05-01,NAM4,not equal,366.57599999999996
22397,U001,0200744019,TARG foundation,,2020.0,1930762775.0,2020-04-10,2020-04-25,2020-04-10,NAA8,not equal,2023.588
22432,U001,0200435191,C& foundation,,2020.0,1930570812.0,2020-03-04,2020-05-08,2020-03-04,NAGD,not equal,5715.437
22433,U001,0200704858,WAKE us,,2020.0,1930753462.0,2020-04-08,2020-04-23,2020-04-08,NAA8,not equal,91857.22
22436,U001,0200920735,ALBERT in,,2020.0,1930713239.0,2020-03-28,2020-04-12,2020-03-28,NAA8,equal,79617.559
22442,U001,0200418007,AM co,,2020.0,1930606521.0,2020-03-09,2020-03-24,2020-03-09,NAA8,not equal,1019.2559999999999
22444,U001,0200759878,SA foundation,,2020.0,1930858134.0,2020-05-06,2020-05-21,2020-05-06,NAH4,not equal,33823.93
22455,U001,200936373,SUPE corp,,2020.0,1930838518.0,2020-05-01,2020-05-16,2020-05-01,NAA8,not equal,83949.537
22461,U001,0200707822,PUBLI trust,,2020.0,1930715883.0,2020-03-28,2020-04-12,2020-03-28,NAA8,equal,93283.246
22465,U001,0200820380,SMITH'S ,,2020.0,1930769178.0,2020-04-10,2020-04-25,2020-04-10,NAA8,not equal,70310.086
22469,U001,0200792734,MDV/ associates,,2020.0,1930652002.0,2020-03-13,2020-03-28,2020-03-13,NAA8,not equal,69374.438
22471,U001,0200353024,DECA associates,,2020.0,1930689560.0,2020-03-24,2020-04-08,2020-03-16,NAM4,not equal,5387.41
22476,U001,0200762301,C&S WH llc,,2020.0,1930781581.0,2020-04-14,2020-04-29,2020-04-14,NAC6,not equal,74690.329
22477,U001,0200820380,SMITH'S ,,2020.0,1930857261.0,2020-05-05,2020-05-20,2020-05-05,NAA8,not equal,40743.121999999996
22486,U001,0200739534,OK us,,2020.0,1930632189.0,2020-03-10,2020-03-25,2020-03-10,NAA8,equal,16436.146999999997
22496,U001,0200762301,C&S WH ,,2020.0,1930723143.0,2020-03-30,2020-04-14,2020-03-30,NAC6,not equal,56835.464
22504,U001,0200772595,SAFEW associates,,2020.0,1930568947.0,2020-02-27,2020-03-13,2020-02-27,NAA8,not equal,40767.439999999995
22509,U001,0200466603,SMITH'S co,,2020.0,1930847938.0,2020-05-02,2020-05-17,2020-05-02,NAA8,not equal,81154.01
22511,U001,0200769369,DI associates,,2020.0,1930775861.0,2020-04-11,2020-04-26,2020-04-11,NAA8,not equal,56448.84
22515,U001,0200769623,WAL-MAR co,,2020.0,1930691840.0,2020-03-25,2020-04-09,2020-03-25,NAH4,not equal,33.096
22518,U001,200152991,JET corporation,,2020.0,1930662065.0,2020-03-17,2020-04-01,2020-03-17,NAA8,equal,630.203
22520,U001,0200794332,COST trust,,2020.0,1930566818.0,2020-02-27,2020-03-13,2020-02-27,NAAX,not equal,505.69399999999996
22535,U001,0200759878,SA associates,,2020.0,1930586261.0,2020-03-04,2020-03-19,2020-03-04,NAH4,not equal,9783.865
22538,U001,0200769623,WAL-MAR trust,,2020.0,1930593006.0,2020-03-04,2020-03-19,2020-03-04,NAH4,not equal,48274.849
22551,U001,0200707822,PUBLI corporation,,2020.0,1930777488.0,2020-04-12,2020-04-27,2020-04-12,NAA8,equal,66817.002
22555,CA02,0140105508,DOLLARA co,,2020.0,2960617990.0,2020-03-03,2020-03-16,2020-03-06,CA10,not equal,12344.003
22565,U001,0200772670,ASSOCIAT us,,2020.0,1930773266.0,2020-04-09,2020-04-24,2020-04-09,NAU5,not equal,13475.028
22570,U001,0200769623,WAL-MAR ,,2020.0,1930862442.0,2020-05-06,2020-05-21,2020-05-06,NAH4,equal,4258.652999999999
22579,U001,0200769623,WAL-MAR co,,2020.0,1930781746.0,2020-04-14,2020-04-29,2020-04-14,NAH4,not equal,15367.001999999999
22580,U001,0200705742,DOT llc,,2020.0,1930833909.0,2020-04-28,2020-05-18,2020-04-28,NAD1,equal,3754.863
22587,U001,0200769623,WAL-MAR corp,,2020.0,1930821827.0,2020-04-24,2020-05-09,2020-04-24,NAH4,equal,7333.851
22590,U001,0200769623,WAL-MAR corporation,,2020.0,1930825689.0,2020-04-25,2020-05-10,2020-04-25,NAH4,equal,17455.179
22602,U001,0200759878,SA corp,,2020.0,1930637512.0,2020-03-10,2020-03-25,2020-03-10,NAH4,not equal,15047.332999999999
22605,U001,0200769623,WAL-MAR trust,,2020.0,1930624289.0,2020-03-09,2020-03-24,2020-03-09,NAH4,equal,26069.407
22610,U001,0200726979,BJ'S  ,,2020.0,1930800367.0,2020-04-18,2020-05-03,2020-04-18,NAA8,equal,75.082
22627,U001,0200769623,WAL-MAR trust,,2020.0,1930682053.0,2020-03-22,2020-04-06,2020-03-22,NAH4,not equal,4763.619
22634,U001,0200780383,MEIJ trust,,2020.0,1930685649.0,2020-03-24,2020-04-08,2020-03-24,NAA8,not equal,88751.124
22637,U001,0200803720,DEC in,,2020.0,1930819422.0,2020-04-23,2020-04-26,2020-04-16,NAM2,not equal,4817.19
22638,CA02,0140105785,SHOPPE corporation,,2020.0,2960619664.0,2020-03-09,2020-03-27,2020-03-17,CA10,not equal,98315.29400000001
22639,U001,0200744019,TARG foundation,,2020.0,1930833330.0,2020-04-29,2020-05-14,2020-04-29,NAA8,not equal,59443.782999999996
22647,U001,0200529372,GHC  corporation,,2020.0,1930578950.0,2020-02-29,2020-03-15,2020-02-29,NAA8,not equal,15030.056999999997
22654,U001,0200769623,WAL-MAR llc,,2020.0,1930687927.0,2020-03-23,2020-04-07,2020-03-23,NAH4,equal,30738.371999999996
22666,U001,0200418007,AM co,,2020.0,1930654315.0,2020-03-19,2020-04-03,2020-03-19,NAA8,not equal,3752.42
22669,U001,0200739534,OK trust,,2020.0,1930780062.0,2020-04-13,2020-04-28,2020-04-13,NAA8,equal,17355.408
22672,U001,0200769623,WAL-MAR trust,,2020.0,1930837606.0,2020-04-29,2020-05-14,2020-04-29,NAH4,equal,3477.1519999999996
22673,U001,0200707822,PUBLI systems,,2020.0,1930715913.0,2020-04-01,2020-04-16,2020-04-01,NAA8,not equal,40943.89599999999
22674,U001,0200761734,H E BUT co,,2020.0,1930630686.0,2020-03-10,2020-03-25,2020-03-10,NAA8,equal,9980.355
22675,U001,0200769623,WAL-MAR corp,,2020.0,1930750675.0,2020-04-05,2020-04-20,2020-04-05,NAH4,not equal,2592.2329999999997
22682,U001,0200744019,TARG co,,2020.0,1930599326.0,2020-03-04,2020-03-19,2020-03-04,NAA8,equal,59776.745
22683,U001,0200761734,H E BUT llc,,2020.0,1930842673.0,2020-05-02,2020-05-17,2020-05-02,NAA8,not equal,10106.194
22686,U001,0200711029,WEGMAN foundation,,2020.0,1930564675.0,2020-02-27,2020-03-13,2020-02-27,NAA8,not equal,5272.659
22687,U001,0100000222,SMITHFIE foundation,,2020.0,1930698399.0,2020-03-26,2020-04-10,2020-03-26,NAA8,not equal,45572.233
22690,U001,0100031704,DELHAIZE foundation,,2020.0,1930801350.0,2020-04-20,2020-05-05,2020-04-20,NAA8,not equal,30193.961
22692,U001,0200744019,TARG llc,,2020.0,1930822729.0,2020-04-24,2020-05-09,2020-04-24,NAA8,equal,17705.806999999997
22694,U001,0200416837,DEC corp,,2020.0,1930858033.0,2020-05-05,2020-05-24,2020-05-01,NAM4,not equal,4467.4
22700,U001,0200418007,AM co,,2020.0,1930772140.0,2020-04-10,2020-04-25,2020-04-10,NAA8,not equal,20582.289
22706,U001,0200769623,WAL-MAR corp,,2020.0,1930795586.0,2020-04-17,2020-05-02,2020-04-17,NAH4,not equal,2583.091
22718,U001,0200769623,WAL-MAR llc,,2020.0,1930844891.0,2020-05-01,2020-05-16,2020-05-01,NAH4,equal,11908.056999999999
22725,U001,0200794332,COST llc,,2020.0,1930800719.0,2020-04-20,2020-05-05,2020-04-20,NAAX,not equal,1371.447
22731,U001,200790107,ROU trust,,2020.0,1930746733.0,2020-04-03,2020-04-18,2020-04-03,NAC6,not equal,29916.047
22733,U001,0200744019,TARG foundation,,2020.0,1930818810.0,2020-04-23,2020-05-08,2020-04-23,NAA8,equal,3076.7309999999998
22746,U001,0200148860,DOLLA trust,,2020.0,1930763964.0,2020-04-09,2020-04-24,2020-04-09,NAA8,not equal,62102.971
22748,U001,0200508557,FOODL corporation,,2020.0,1930832794.0,2020-05-05,2020-05-20,2020-05-05,NAA8,not equal,2079.511
22754,U001,0200769623,WAL-MAR corporation,,2020.0,1930660408.0,2020-03-17,2020-04-01,2020-03-17,NAH4,equal,1394.2879999999998
22760,U001,0200769623,WAL-MAR corporation,,2020.0,1930745651.0,2020-04-05,2020-04-20,2020-04-05,NAH4,not equal,1340.654
22766,U001,0200780383,MEIJ corp,,2020.0,1930714515.0,2020-03-28,2020-04-12,2020-03-28,NAA8,equal,75571.258
22767,CA02,0140106408,WAL-M systems,,2020.0,2960623514.0,2020-03-24,2020-04-04,2020-03-25,CA10,not equal,72971.752
22780,U001,0200769623,WAL-MAR associates,,2020.0,1930829362.0,2020-04-26,2020-05-11,2020-04-26,NAH4,not equal,1518.5589999999997
22785,U001,0200416837,DEC associates,,2020.0,1930858030.0,2020-05-05,2020-05-24,2020-05-01,NAM4,not equal,391.356
22792,CA02,0140105847,GORDON F trust,,2020.0,2960616767.0,2020-03-02,2020-03-13,2020-03-03,CA10,not equal,20375.04
22795,U001,0200744019,TARG in,,2020.0,1930690548.0,2020-03-25,2020-04-09,2020-03-25,NAA8,not equal,16955.372
22797,U001,0200744019,TARG trust,,2020.0,1930739878.0,2020-04-05,2020-04-20,2020-04-05,NAA8,not equal,204.183
22803,U001,0200793568,SUPE trust,,2020.0,1930827299.0,2020-04-27,2020-05-12,2020-04-27,NAA8,equal,40408.487
22808,U001,0200148860,DOLLA associates,,2020.0,1930753038.0,2020-04-07,2020-04-22,2020-04-07,NAA8,not equal,35530.208
22809,U001,0200759878,SA systems,,2020.0,1930837789.0,2020-05-01,2020-05-16,2020-05-01,NAH4,not equal,9965.109
22811,U001,0200769623,WAL-MAR co,,2020.0,1930611610.0,2020-03-06,2020-03-21,2020-03-06,NAH4,equal,2528.316
22812,U001,0200729290,KROGER foundation,,2020.0,1930799618.0,2020-04-18,2020-05-03,2020-04-18,NAA8,equal,69478.164
22813,U001,200775660,EB trust,,2020.0,1930686983.0,2020-03-23,2020-04-07,2020-03-23,NAA8,equal,79774.023
22815,CA02,0140104440,SO llc,,2020.0,2960626020.0,2020-04-03,2020-04-18,2020-04-08,CA10,not equal,16574.593
22818,U001,0200744019,TARG co,,2020.0,1930833091.0,2020-04-29,2020-05-14,2020-04-29,NAA8,not equal,36873.431
22821,U001,0200769623,WAL-MAR corporation,,2020.0,1930606115.0,2020-03-05,2020-03-20,2020-03-05,NAH4,equal,23580.242
22826,U001,0200769623,WAL-MAR associates,,2020.0,1930675167.0,2020-03-21,2020-04-05,2020-03-21,NAH4,not equal,32981.13
22827,U001,0200769623,WAL-MAR llc,,2020.0,1930655124.0,2020-03-16,2020-03-31,2020-03-16,NAH4,equal,14993.145999999999
22839,U001,200769623,WAL-MAR trust,,2020.0,1930883874.0,2020-05-10,2020-05-25,2020-05-10,NAH4,not equal,7725.858
22841,U001,0200704858,WAKE us,,2020.0,1930813217.0,2020-04-23,2020-05-08,2020-04-23,NAA8,not equal,12225.129
22852,U001,0200769623,WAL-MAR associates,,2020.0,1930739464.0,2020-04-04,2020-04-19,2020-04-04,NAH4,not equal,77737.97499999999
22862,U001,0200763814,SYSCO F ,,2020.0,1930772508.0,2020-04-09,2020-04-24,2020-04-09,NAA8,equal,4476.472
22863,U001,0200782001,GORDO systems,,2020.0,1930553640.0,2020-02-27,2020-03-18,2020-02-27,NAD1,not equal,11114.684
22866,U001,0200769623,WAL-MAR trust,,2020.0,1930775775.0,2020-04-11,2020-04-26,2020-04-11,NAH4,equal,4928.496999999999
22870,U001,0200230690,DECA corporation,,2020.0,1930856985.0,2020-05-05,2020-05-24,2020-05-01,NAM4,not equal,3848.8519999999994
22872,U001,0200769623,WAL-MAR foundation,,2020.0,1930861093.0,2020-05-06,2020-05-21,2020-05-06,NAH4,equal,2289.028
22884,U001,0200759878,SA foundation,,2020.0,1930833495.0,2020-04-30,2020-05-15,2020-04-30,NAH4,not equal,9980.187
22889,U001,0200780383,MEIJ trust,,2020.0,1930730719.0,2020-04-02,2020-04-17,2020-04-02,NAA8,not equal,84419.832
22899,U001,0200706844,WINC in,,2020.0,1930651195.0,2020-03-16,2020-03-31,2020-03-16,NAA8,not equal,7998.185999999999
22903,U001,0200712105,WALG us,,2020.0,1930692616.0,2020-03-24,2020-04-08,2020-03-24,NAA8,equal,72712.472
22913,CA02,0140104409,LOB corporation,,2020.0,2960620432.0,2020-03-12,2020-03-29,2020-03-19,CA10,not equal,63288.547
22916,U001,0200353024,DECA corporation,,2020.0,1930811591.0,2020-04-22,2020-05-09,2020-04-16,NAM4,not equal,675.5279999999999
22917,CA02,140106408,WAL-M corp,,2020.0,2960632351.0,2020-05-03,2020-05-13,2020-05-03,CA10,not equal,43565.186
22919,U001,0200769623,WAL-MAR foundation,,2020.0,1930826917.0,2020-04-26,2020-05-11,2020-04-26,NAH4,not equal,835.394
22922,U001,0200762301,C&S WH llc,,2020.0,1930776650.0,2020-04-11,2020-04-26,2020-04-11,NAC6,equal,196.17499999999998
22924,U001,0200705742,DOT systems,,2020.0,1930632859.0,2020-03-10,2020-03-30,2020-03-10,NAD1,equal,25819.5
22925,U001,200769623,WAL-MAR in,,2020.0,1930759190.0,2020-04-09,2020-04-24,2020-04-09,NAH4,not equal,9880.381
22930,U001,0200762301,C&S WH associates,,2020.0,1930730867.0,2020-04-03,2020-04-18,2020-04-03,NAC6,not equal,69278.67799999999
22933,U001,200769623,WAL-MAR foundation,,2020.0,1930683396.0,2020-03-21,2020-04-05,2020-03-21,NAH4,equal,41900.334
22936,U001,0200705742,DOT ,,2020.0,1930774858.0,2020-04-11,2020-05-01,2020-04-11,NAD1,not equal,20487.922
22937,U001,0200759878,SA corporation,,2020.0,1930581172.0,2020-02-29,2020-03-15,2020-02-29,NAH4,not equal,24313.03
22941,U001,0200769623,WAL-MAR associates,,2020.0,1930651140.0,2020-03-14,2020-03-29,2020-03-14,NAH4,not equal,314.601
22943,U001,0200769623,WAL-MAR in,,2020.0,1930724590.0,2020-04-01,2020-04-16,2020-04-01,NAH4,not equal,11917.577
22945,U001,0200744019,TARG associates,,2020.0,1930783045.0,2020-04-14,2020-04-29,2020-04-14,NAA8,equal,605.458
22946,U001,0200700919,US  co,,2020.0,1930627436.0,2020-03-10,2020-03-25,2020-03-10,NAA8,not equal,36190.615999999995
22948,U001,0200792734,MDV/ associates,,2020.0,1930700701.0,2020-03-25,2020-04-09,2020-03-25,NAA8,equal,67060.812
22949,CA02,0140104440,SO trust,,2020.0,2960623584.0,2020-03-26,2020-04-07,2020-03-28,CA10,not equal,1082.963
22950,U001,0200769623,WAL-MAR co,,2020.0,1930652974.0,2020-03-17,2020-04-01,2020-03-17,NAH4,not equal,412.377
22952,U001,0200769623,WAL-MAR us,,2020.0,1930732615.0,2020-04-02,2020-04-17,2020-04-02,NAH4,equal,2542.1059999999998
22953,U001,0200744019,TARG corp,,2020.0,1930830594.0,2020-04-29,2020-05-14,2020-04-29,NAA8,not equal,7601.678
